Temperature 1,Temperature 2,Temperature 3,Salinity 1,Salinity 2,Salinity 3,Time 1,Time 2,Time 3,death
27,27,27,37,37,37,23,24,25,0
27,27,27,37,37,37,22,23,24,0
27,27,27,37,37,37,21,22,23,0
27,27,27,37,37,37,20,21,22,0
27,27,27,37,37,37,19,20,21,0
27,27,27,37,37,37,18,19,20,0
27,27,27,37,37,37,17,18,19,0
27,27,27,37,37,37,16,17,18,0
27,27,27,37,37,37,15,16,17,0
27,27,27,37,37,37,14,15,16,0
27,27,27,37,37,37,13,14,15,0
27,27,27,37,37,37,12,13,14,0
27,27,27,37,37,37,11,12,13,0
27,27,27,37,37,37,10,11,12,0
27,27,27,37,37,37,9,10,11,0
27,27,27,37,37,37,8,9,10,0
27,27,27,37,37,37,7,8,9,0
27,27,27,37,37,37,6,7,8,0
27,27,27,37,37,37,5,6,7,0
27,27,27,37,37,37,4,5,6,0
27,27,27,37,37,37,3,4,5,0
27,27,27,37,37,37,2,3,4,0
27,27,27,37,37,37,31,32,33,0
27,27,27,37,37,37,30,31,32,0
27,27,27,37,37,37,29,30,31,0
27,27,27,37,37,37,28,29,30,0
27,27,27,37,37,37,27,28,29,0
27,27,27,37,37,37,26,27,28,0
27,27,27,37,37,37,25,26,27,0
27,27,27,37,37,37,24,25,26,0
27,27,27,37,37,37,23,24,25,0
27,27,27,37,37,37,22,23,24,0
27,27,27,37,37,37,21,22,23,0
27,27,27,37,37,37,20,21,22,0
27,27,27,37,37,37,19,20,21,0
27,27,27,37,37,37,18,19,20,0
27,27,27,37,37,37,17,18,19,0
27,27,27,37,37,37,16,17,18,0
27,27,27,37,37,37,15,16,17,0
27,27,27,37,37,37,14,15,16,0
27,27,27,37,37,37,13,14,15,0
27,27,27,37,37,37,12,13,14,0
27,27,27,37,37,37,11,12,13,0
27,27,27,37,37,37,10,11,12,0
27,27,27,37,37,37,9,10,11,0
27,27,27,37,37,37,8,9,10,0
27,27,27,37,37,37,7,8,9,0
27,27,27,37,37,37,6,7,8,0
27,27,27,37,37,37,5,6,7,0
27,27,27,37,37,37,4,5,6,0
27,27,27,37,37,37,3,4,5,0
27,27,27,37,37,37,2,3,4,0
31,29,27,40,38,36,13,14,15,0
30,31,29,40,40,38,12,13,14,0
30,30,31,39,40,40,11,12,13,0
26,30,30,39,39,40,10,11,12,0
32,26,30,38,39,39,9,10,11,0
27,32,26,38,38,39,8,9,10,0
25,27,32,39,38,38,7,8,9,0
27,25,27,36,39,38,6,7,8,0
27,27,25,38,36,39,5,6,7,0
27,27,27,38,38,36,4,5,6,0
27,27,27,39,38,38,3,4,5,0
27,27,27,39,39,38,2,3,4,0
31,29,27,40,38,36,13,14,15,0
30,31,29,40,40,38,12,13,14,0
30,30,31,39,40,40,11,12,13,0
26,30,30,39,39,40,10,11,12,0
32,26,30,38,39,39,9,10,11,0
27,32,26,38,38,39,8,9,10,0
25,27,32,39,38,38,7,8,9,0
27,25,27,36,39,38,6,7,8,0
27,27,25,38,36,39,5,6,7,0
27,27,27,38,38,36,4,5,6,0
27,27,27,39,38,38,3,4,5,0
27,27,27,39,39,38,2,3,4,0
34,31,29,29,35,36,19,20,21,0
34,34,31,31,29,35,18,19,20,0
32,34,34,36,31,29,17,18,19,0
32,32,34,36,36,31,16,17,18,0
27,32,32,36,36,36,15,16,17,0
29,27,32,38,36,36,14,15,16,0
31,29,27,40,38,36,13,14,15,0
30,31,29,40,40,38,12,13,14,0
30,30,31,39,40,40,11,12,13,0
26,30,30,39,39,40,10,11,12,0
32,26,30,38,39,39,9,10,11,0
27,32,26,38,38,39,8,9,10,0
25,27,32,39,38,38,7,8,9,0
27,25,27,36,39,38,6,7,8,0
27,27,25,38,36,39,5,6,7,0
27,27,27,38,38,36,4,5,6,0
27,27,27,39,38,38,3,4,5,0
27,27,27,39,39,38,2,3,4,0
29,29,29,37,37,37,20,21,22,0
27,29,29,36,37,37,19,20,21,0
27,27,29,36,36,37,18,19,20,0
29,27,27,36,36,36,17,18,19,0
29,29,27,36,36,36,16,17,18,0
29,29,29,35,36,36,15,16,17,0
29,29,29,35,35,36,14,15,16,0
30,29,29,33,35,35,13,14,15,0
30,30,29,32,33,35,12,13,14,0
30,30,30,34,32,33,11,12,13,0
30,30,30,34,34,32,10,11,12,0
31,30,30,30,34,34,9,10,11,0
29,31,30,30,30,34,8,9,10,0
28,29,31,33,30,30,7,8,9,0
28,28,29,33,33,30,6,7,8,0
27,28,28,34,33,33,5,6,7,0
27,27,28,32,34,33,4,5,6,0
27,27,27,39,32,34,3,4,5,0
27,27,27,39,39,32,2,3,4,0
20,17,17,32,33,33,31,32,33,0
13,20,17,35,32,33,30,31,32,0
16,13,20,36,35,32,29,30,31,0
18,16,13,35,36,35,28,29,30,0
20,18,16,39,35,36,27,28,29,0
20,20,18,38,39,35,26,27,28,0
26,20,20,39,38,39,25,26,27,0
25,26,20,39,39,38,24,25,26,0
31,25,26,39,39,39,23,24,25,0
29,31,25,37,39,39,22,23,24,0
29,29,31,37,37,39,21,22,23,0
29,29,29,37,37,37,20,21,22,0
27,29,29,36,37,37,19,20,21,0
27,27,29,36,36,37,18,19,20,0
29,27,27,36,36,36,17,18,19,0
29,29,27,36,36,36,16,17,18,0
29,29,29,35,36,36,15,16,17,0
29,29,29,35,35,36,14,15,16,0
30,29,29,33,35,35,13,14,15,0
30,30,29,32,33,35,12,13,14,0
30,30,30,34,32,33,11,12,13,0
30,30,30,34,34,32,10,11,12,0
31,30,30,30,34,34,9,10,11,0
29,31,30,30,30,34,8,9,10,0
28,29,31,33,30,30,7,8,9,0
28,28,29,33,33,30,6,7,8,0
27,28,28,34,33,33,5,6,7,0
27,27,28,32,34,33,4,5,6,0
27,27,27,39,32,34,3,4,5,0
27,27,27,39,39,32,2,3,4,0
20,17,17,32,33,33,31,32,33,0
13,20,17,35,32,33,30,31,32,0
16,13,20,36,35,32,29,30,31,0
18,16,13,35,36,35,28,29,30,0
20,18,16,39,35,36,27,28,29,0
20,20,18,38,39,35,26,27,28,0
26,20,20,39,38,39,25,26,27,0
25,26,20,39,39,38,24,25,26,0
31,25,26,39,39,39,23,24,25,0
29,31,25,37,39,39,22,23,24,0
29,29,31,37,37,39,21,22,23,0
29,29,29,37,37,37,20,21,22,0
27,29,29,36,37,37,19,20,21,0
27,27,29,36,36,37,18,19,20,0
29,27,27,36,36,36,17,18,19,0
29,29,27,36,36,36,16,17,18,0
29,29,29,35,36,36,15,16,17,0
29,29,29,35,35,36,14,15,16,0
30,29,29,33,35,35,13,14,15,0
30,30,29,32,33,35,12,13,14,0
30,30,30,34,32,33,11,12,13,0
30,30,30,34,34,32,10,11,12,0
31,30,30,30,34,34,9,10,11,0
29,31,30,30,30,34,8,9,10,0
28,29,31,33,30,30,7,8,9,0
28,28,29,33,33,30,6,7,8,0
27,28,28,34,33,33,5,6,7,0
27,27,28,32,34,33,4,5,6,0
27,27,27,39,32,34,3,4,5,0
27,27,27,39,39,32,2,3,4,0
20,17,17,36,36,36,31,32,33,0
23,20,17,39,36,36,30,31,32,0
23,23,20,36,39,36,29,30,31,0
26,23,23,39,36,39,28,29,30,0
31,26,23,39,39,36,27,28,29,0
31,31,26,39,39,39,26,27,28,0
28,31,31,39,39,39,25,26,27,0
31,28,31,35,39,39,24,25,26,0
31,31,28,36,35,39,23,24,25,0
27,31,31,36,36,35,22,23,24,0
27,27,31,36,36,36,21,22,23,0
29,27,27,36,36,36,20,21,22,0
29,29,27,36,36,36,19,20,21,0
28,29,29,35,36,36,18,19,20,0
32,28,29,32,35,36,17,18,19,0
32,32,28,32,32,35,16,17,18,0
31,32,32,32,32,32,15,16,17,0
30,31,32,33,32,32,14,15,16,0
30,30,31,30,33,32,13,14,15,0
29,30,30,31,30,33,12,13,14,0
29,29,30,33,31,30,11,12,13,0
27,29,29,33,33,31,10,11,12,0
31,27,29,32,33,33,9,10,11,0
30,31,27,33,32,33,8,9,10,0
27,30,31,34,33,32,7,8,9,0
27,27,30,29,34,33,6,7,8,0
27,27,27,31,29,34,5,6,7,0
27,27,27,33,31,29,4,5,6,0
27,27,27,39,33,31,3,4,5,0
27,27,27,39,39,33,2,3,4,0
31,28,31,35,39,39,24,25,26,0
31,31,28,36,35,39,23,24,25,0
27,31,31,36,36,35,22,23,24,0
27,27,31,36,36,36,21,22,23,0
29,27,27,36,36,36,20,21,22,0
29,29,27,36,36,36,19,20,21,0
28,29,29,35,36,36,18,19,20,0
32,28,29,32,35,36,17,18,19,0
32,32,28,32,32,35,16,17,18,0
31,32,32,32,32,32,15,16,17,0
30,31,32,33,32,32,14,15,16,0
30,30,31,30,33,32,13,14,15,0
29,30,30,31,30,33,12,13,14,0
29,29,30,33,31,30,11,12,13,0
27,29,29,33,33,31,10,11,12,0
31,27,29,32,33,33,9,10,11,0
30,31,27,33,32,33,8,9,10,0
27,30,31,34,33,32,7,8,9,0
27,27,30,29,34,33,6,7,8,0
27,27,27,31,29,34,5,6,7,0
27,27,27,33,31,29,4,5,6,0
27,27,27,39,33,31,3,4,5,0
27,27,27,39,39,33,2,3,4,0
20,17,17,36,36,36,31,32,33,0
23,20,17,39,36,36,30,31,32,0
23,23,20,36,39,36,29,30,31,0
26,23,23,39,36,39,28,29,30,0
31,26,23,39,39,36,27,28,29,0
31,31,26,39,39,39,26,27,28,0
28,31,31,39,39,39,25,26,27,0
31,28,31,35,39,39,24,25,26,0
31,31,28,36,35,39,23,24,25,0
27,31,31,36,36,35,22,23,24,0
27,27,31,36,36,36,21,22,23,0
29,27,27,36,36,36,20,21,22,0
29,29,27,36,36,36,19,20,21,0
28,29,29,35,36,36,18,19,20,0
32,28,29,32,35,36,17,18,19,0
32,32,28,32,32,35,16,17,18,0
31,32,32,32,32,32,15,16,17,0
30,31,32,33,32,32,14,15,16,0
30,30,31,30,33,32,13,14,15,0
29,30,30,31,30,33,12,13,14,0
29,29,30,33,31,30,11,12,13,0
27,29,29,33,33,31,10,11,12,0
31,27,29,32,33,33,9,10,11,0
30,31,27,33,32,33,8,9,10,0
27,30,31,34,33,32,7,8,9,0
27,27,30,29,34,33,6,7,8,0
27,27,27,31,29,34,5,6,7,0
27,27,27,33,31,29,4,5,6,0
27,27,27,39,33,31,3,4,5,0
27,27,27,39,39,33,2,3,4,0
11,12,14,36,36,36,31,32,33,0
13,11,12,35,36,36,30,31,32,0
12,13,11,35,35,36,29,30,31,0
13,12,13,35,35,35,28,29,30,0
15,13,12,35,35,35,27,28,29,0
20,15,13,35,35,35,26,27,28,0
20,20,15,35,35,35,25,26,27,0
25,20,20,35,35,35,24,25,26,0
25,25,20,35,35,35,23,24,25,0
25,25,25,35,35,35,22,23,24,0
25,25,25,35,35,35,21,22,23,0
24,25,25,35,35,35,20,21,22,0
27,24,25,35,35,35,19,20,21,0
27,27,24,36,35,35,18,19,20,0
29,27,27,39,36,35,17,18,19,0
29,29,27,39,39,36,16,17,18,0
31,29,29,40,39,39,15,16,17,0
30,31,29,38,40,39,14,15,16,0
31,30,31,40,38,40,13,14,15,0
27,31,30,39,40,38,12,13,14,0
31,27,31,39,39,40,11,12,13,0
26,31,27,39,39,39,10,11,12,0
27,26,31,39,39,39,9,10,11,0
27,27,26,38,39,39,8,9,10,0
25,27,27,38,38,39,7,8,9,0
26,25,27,36,38,38,6,7,8,0
26,26,25,38,36,38,5,6,7,0
27,26,26,40,38,36,4,5,6,0
27,27,26,39,40,38,3,4,5,0
27,27,27,39,39,40,2,3,4,0
29,27,27,39,36,35,17,18,19,0
29,29,27,39,39,36,16,17,18,0
31,29,29,40,39,39,15,16,17,0
30,31,29,38,40,39,14,15,16,0
31,30,31,40,38,40,13,14,15,0
27,31,30,39,40,38,12,13,14,0
31,27,31,39,39,40,11,12,13,0
26,31,27,39,39,39,10,11,12,0
27,26,31,39,39,39,9,10,11,0
27,27,26,38,39,39,8,9,10,0
25,27,27,38,38,39,7,8,9,0
26,25,27,36,38,38,6,7,8,0
26,26,25,38,36,38,5,6,7,0
27,26,26,40,38,36,4,5,6,0
27,27,26,39,40,38,3,4,5,0
27,27,27,39,39,40,2,3,4,0
11,12,14,36,36,36,31,32,33,0
13,11,12,35,36,36,30,31,32,0
12,13,11,35,35,36,29,30,31,0
13,12,13,35,35,35,28,29,30,0
15,13,12,35,35,35,27,28,29,0
20,15,13,35,35,35,26,27,28,0
20,20,15,35,35,35,25,26,27,0
25,20,20,35,35,35,24,25,26,0
25,25,20,35,35,35,23,24,25,0
25,25,25,35,35,35,22,23,24,0
25,25,25,35,35,35,21,22,23,0
24,25,25,35,35,35,20,21,22,0
27,24,25,35,35,35,19,20,21,0
27,27,24,36,35,35,18,19,20,0
29,27,27,39,36,35,17,18,19,0
29,29,27,39,39,36,16,17,18,0
31,29,29,40,39,39,15,16,17,0
30,31,29,38,40,39,14,15,16,0
31,30,31,40,38,40,13,14,15,0
27,31,30,39,40,38,12,13,14,0
31,27,31,39,39,40,11,12,13,0
26,31,27,39,39,39,10,11,12,0
27,26,31,39,39,39,9,10,11,0
27,27,26,38,39,39,8,9,10,0
25,27,27,38,38,39,7,8,9,0
26,25,27,36,38,38,6,7,8,0
26,26,25,38,36,38,5,6,7,0
27,26,26,40,38,36,4,5,6,0
27,27,26,39,40,38,3,4,5,0
27,27,27,39,39,40,2,3,4,0
29,31,32,34,34,32,30,31,32,1
27,29,31,35,34,34,29,30,31,0
29,27,29,35,35,34,28,29,30,0
27,29,27,35,35,35,27,28,29,0
29,27,29,33,35,35,26,27,28,0
28,29,27,33,33,35,25,26,27,0
29,28,29,33,33,33,24,25,26,0
29,29,28,36,33,33,23,24,25,0
29,29,29,36,36,33,22,23,24,0
29,29,29,37,36,36,21,22,23,0
29,29,29,36,37,36,20,21,22,0
28,29,29,36,36,37,19,20,21,0
28,28,29,36,36,36,18,19,20,0
29,28,28,34,36,36,17,18,19,0
29,29,28,34,34,36,16,17,18,0
28,29,29,35,34,34,15,16,17,0
30,28,29,33,35,34,14,15,16,0
30,30,28,34,33,35,13,14,15,0
30,30,30,32,34,33,12,13,14,0
31,30,30,33,32,34,11,12,13,0
31,31,30,34,33,32,10,11,12,0
31,31,31,32,34,33,9,10,11,0
30,31,31,30,32,34,8,9,10,0
31,30,31,33,30,32,7,8,9,0
31,31,30,33,33,30,6,7,8,0
31,31,31,30,33,33,5,6,7,0
28,31,31,39,30,33,4,5,6,0
27,28,31,39,39,30,3,4,5,0
27,27,28,39,39,39,2,3,4,0
31,32,30,34,32,32,31,32,33,0
29,31,32,34,34,32,30,31,32,0
27,29,31,35,34,34,29,30,31,0
29,27,29,35,35,34,28,29,30,0
27,29,27,35,35,35,27,28,29,0
29,27,29,33,35,35,26,27,28,0
28,29,27,33,33,35,25,26,27,0
29,28,29,33,33,33,24,25,26,0
29,29,28,36,33,33,23,24,25,0
29,29,29,36,36,33,22,23,24,0
29,29,29,37,36,36,21,22,23,0
29,29,29,36,37,36,20,21,22,0
28,29,29,36,36,37,19,20,21,0
28,28,29,36,36,36,18,19,20,0
29,28,28,34,36,36,17,18,19,0
29,29,28,34,34,36,16,17,18,0
28,29,29,35,34,34,15,16,17,0
30,28,29,33,35,34,14,15,16,0
30,30,28,34,33,35,13,14,15,0
30,30,30,32,34,33,12,13,14,0
31,30,30,33,32,34,11,12,13,0
31,31,30,34,33,32,10,11,12,0
31,31,31,32,34,33,9,10,11,0
30,31,31,30,32,34,8,9,10,0
31,30,31,33,30,32,7,8,9,0
31,31,30,33,33,30,6,7,8,0
31,31,31,30,33,33,5,6,7,0
28,31,31,39,30,33,4,5,6,0
27,28,31,39,39,30,3,4,5,0
27,27,28,39,39,39,2,3,4,0
28,29,29,36,36,37,19,20,21,0
28,28,29,36,36,36,18,19,20,0
29,28,28,34,36,36,17,18,19,0
29,29,28,34,34,36,16,17,18,0
28,29,29,35,34,34,15,16,17,0
30,28,29,33,35,34,14,15,16,0
30,30,28,34,33,35,13,14,15,0
30,30,30,32,34,33,12,13,14,0
31,30,30,33,32,34,11,12,13,0
31,31,30,34,33,32,10,11,12,0
31,31,31,32,34,33,9,10,11,0
30,31,31,30,32,34,8,9,10,0
31,30,31,33,30,32,7,8,9,0
31,31,30,33,33,30,6,7,8,0
31,31,31,30,33,33,5,6,7,0
28,31,31,39,30,33,4,5,6,0
27,28,31,39,39,30,3,4,5,0
27,27,28,39,39,39,2,3,4,0
27,27,27,39,39,39,15,16,17,0
27,27,27,39,39,39,14,15,16,0
27,27,27,39,39,39,13,14,15,0
27,27,27,39,39,39,12,13,14,0
27,27,27,39,39,39,11,12,13,0
27,27,27,39,39,39,10,11,12,0
27,27,27,39,39,39,9,10,11,0
27,27,27,39,39,39,8,9,10,0
27,27,27,39,39,39,7,8,9,0
27,27,27,39,39,39,6,7,8,0
27,27,27,39,39,39,5,6,7,0
27,27,27,39,39,39,4,5,6,0
27,27,27,39,39,39,3,4,5,0
27,27,27,39,39,39,2,3,4,0
27,27,27,39,39,39,31,32,33,0
27,27,27,39,39,39,30,31,32,0
27,27,27,39,39,39,29,30,31,0
27,27,27,39,39,39,28,29,30,0
27,27,27,39,39,39,27,28,29,0
27,27,27,39,39,39,26,27,28,0
27,27,27,39,39,39,25,26,27,0
27,27,27,39,39,39,24,25,26,0
27,27,27,39,39,39,23,24,25,0
27,27,27,39,39,39,22,23,24,0
27,27,27,39,39,39,21,22,23,0
27,27,27,39,39,39,20,21,22,0
27,27,27,39,39,39,19,20,21,0
27,27,27,39,39,39,18,19,20,0
27,27,27,39,39,39,17,18,19,0
27,27,27,39,39,39,16,17,18,0
27,27,27,39,39,39,15,16,17,0
27,27,27,39,39,39,14,15,16,0
27,27,27,39,39,39,13,14,15,0
27,27,27,39,39,39,12,13,14,0
27,27,27,39,39,39,11,12,13,0
27,27,27,39,39,39,10,11,12,0
27,27,27,39,39,39,9,10,11,0
27,27,27,39,39,39,8,9,10,0
27,27,27,39,39,39,7,8,9,0
27,27,27,39,39,39,6,7,8,0
27,27,27,39,39,39,5,6,7,0
27,27,27,39,39,39,4,5,6,0
27,27,27,39,39,39,3,4,5,0
27,27,27,39,39,39,2,3,4,0
27,27,27,39,39,39,20,21,22,0
27,27,27,39,39,39,19,20,21,0
27,27,27,39,39,39,18,19,20,0
27,27,27,39,39,39,17,18,19,0
27,27,27,39,39,39,16,17,18,0
27,27,27,39,39,39,15,16,17,0
27,27,27,39,39,39,14,15,16,0
27,27,27,39,39,39,13,14,15,0
27,27,27,39,39,39,12,13,14,0
27,27,27,39,39,39,11,12,13,0
27,27,27,39,39,39,10,11,12,0
27,27,27,39,39,39,9,10,11,0
27,27,27,39,39,39,8,9,10,0
27,27,27,39,39,39,7,8,9,0
27,27,27,39,39,39,6,7,8,0
27,27,27,39,39,39,5,6,7,0
27,27,27,39,39,39,4,5,6,0
27,27,27,39,39,39,3,4,5,0
27,27,27,39,39,39,2,3,4,0
27,27,27,39,39,39,22,23,24,0
27,27,27,39,39,39,21,22,23,0
27,27,27,39,39,39,20,21,22,0
27,27,27,39,39,39,19,20,21,0
27,27,27,39,39,39,18,19,20,0
27,27,27,39,39,39,17,18,19,0
27,27,27,39,39,39,16,17,18,0
27,27,27,39,39,39,15,16,17,0
27,27,27,39,39,39,14,15,16,0
27,27,27,39,39,39,13,14,15,0
27,27,27,39,39,39,12,13,14,0
27,27,27,39,39,39,11,12,13,0
27,27,27,39,39,39,10,11,12,0
27,27,27,39,39,39,9,10,11,0
27,27,27,39,39,39,8,9,10,0
27,27,27,39,39,39,7,8,9,0
27,27,27,39,39,39,6,7,8,0
27,27,27,39,39,39,5,6,7,0
27,27,27,39,39,39,4,5,6,0
27,27,27,39,39,39,3,4,5,0
27,27,27,39,39,39,2,3,4,0
27,27,27,39,39,39,31,32,33,0
27,27,27,39,39,39,30,31,32,0
27,27,27,39,39,39,29,30,31,0
27,27,27,39,39,39,28,29,30,0
27,27,27,39,39,39,27,28,29,0
27,27,27,39,39,39,26,27,28,0
27,27,27,39,39,39,25,26,27,0
27,27,27,39,39,39,24,25,26,0
27,27,27,39,39,39,23,24,25,0
27,27,27,39,39,39,22,23,24,0
27,27,27,39,39,39,21,22,23,0
27,27,27,39,39,39,20,21,22,0
27,27,27,39,39,39,19,20,21,0
27,27,27,39,39,39,18,19,20,0
27,27,27,39,39,39,17,18,19,0
27,27,27,39,39,39,16,17,18,0
27,27,27,39,39,39,15,16,17,0
27,27,27,39,39,39,14,15,16,0
27,27,27,39,39,39,13,14,15,0
27,27,27,39,39,39,12,13,14,0
27,27,27,39,39,39,11,12,13,0
27,27,27,39,39,39,10,11,12,0
27,27,27,39,39,39,9,10,11,0
27,27,27,39,39,39,8,9,10,0
27,27,27,39,39,39,7,8,9,0
27,27,27,39,39,39,6,7,8,0
27,27,27,39,39,39,5,6,7,0
27,27,27,39,39,39,4,5,6,0
27,27,27,39,39,39,3,4,5,0
27,27,27,39,39,39,2,3,4,0
