Season,Name,death,min,max,mean,multiply,min_death,max_death,mean_death,multiply_death,death_prediction,death_prediction_probability
winter,CONTROL,False,0.992299,0.992299,0.99229884,-0.2319235612306711,0.007700999999999958,0.007700999999999958,0.007701159999999985,1.2319235612306711,False,0.03333333333333333
winter,CONTROL,False,0.992299,0.992299,0.99229884,-0.2319235612306711,0.007700999999999958,0.007700999999999958,0.007701159999999985,1.2319235612306711,False,0.03333333333333333
winter,CONTROL,False,0.9924225,0.9924225,0.9924224,-0.2281900150916011,0.007577500000000015,0.007577500000000015,0.007577599999999962,1.2281900150916012,False,0.03333333333333333
winter,CONTROL,True,0.9924225,0.9924225,0.9924224,-0.2281900150916011,0.007577500000000015,0.007577500000000015,0.007577599999999962,1.2281900150916012,False,0.03333333333333333
winter,CONTROL,False,0.992299,0.992299,0.99229884,-0.2319235612306711,0.007700999999999958,0.007700999999999958,0.007701159999999985,1.2319235612306711,False,0.03333333333333333
winter,CONTROL,False,0.992299,0.992299,0.99229884,-0.2319235612306711,0.007700999999999958,0.007700999999999958,0.007701159999999985,1.2319235612306711,False,0.03333333333333333
winter,CONTROL,False,0.992299,0.992299,0.99229884,-0.2319235612306711,0.007700999999999958,0.007700999999999958,0.007701159999999985,1.2319235612306711,False,0.03333333333333333
winter,CONTROL,False,0.992299,0.992299,0.99229884,-0.2319235612306711,0.007700999999999958,0.007700999999999958,0.007701159999999985,1.2319235612306711,False,0.03333333333333333
winter,CONTROL,False,0.992299,0.992299,0.99229884,-0.2319235612306711,0.007700999999999958,0.007700999999999958,0.007701159999999985,1.2319235612306711,False,0.03333333333333333
winter,CONTROL,False,0.992299,0.992299,0.99229884,-0.2319235612306711,0.007700999999999958,0.007700999999999958,0.007701159999999985,1.2319235612306711,False,0.03333333333333333
winter,ELOANE,False,0.9882657,0.9926066,0.99227804,-0.2325671827475963,0.011734299999999975,0.007393399999999994,0.007721960000000028,1.2325671827475964,False,0.03435558700951709
winter,ELOANE,False,0.9882657,0.9926066,0.99227804,-0.2325671827475963,0.011734299999999975,0.007393399999999994,0.007721960000000028,1.2325671827475964,False,0.03435558700951709
summer,CONTROL,False,0.991708,0.991708,0.9917081,-0.2497976818805022,0.008291999999999966,0.008291999999999966,0.008291900000000019,1.249797681880502,False,0.06236632067311408
summer,CONTROL,False,0.991708,0.991708,0.9917081,-0.2497976818805022,0.008291999999999966,0.008291999999999966,0.008291900000000019,1.249797681880502,False,0.06236632067311408
summer,CONTROL,False,0.991708,0.991708,0.9917081,-0.2497976818805022,0.008291999999999966,0.008291999999999966,0.008291900000000019,1.249797681880502,False,0.06236632067311408
summer,CONTROL,False,0.991708,0.991708,0.9917081,-0.2497976818805022,0.008291999999999966,0.008291999999999966,0.008291900000000019,1.249797681880502,False,0.06236632067311408
summer,CONTROL,False,0.991708,0.991708,0.9917081,-0.2497976818805022,0.008291999999999966,0.008291999999999966,0.008291900000000019,1.249797681880502,False,0.06236632067311408
summer,TOKYO,False,0.9895557,0.9925111,0.99126947,-0.2630744044502164,0.010444299999999962,0.0074889000000000205,0.008730530000000014,1.2630744044502165,False,0.06666666666666667
winter,TINA,True,0.9862603,0.9925595,0.9916123,-0.2527240248920671,0.013739700000000021,0.007440499999999961,0.008387699999999998,1.252724024892067,False,0.06666666666666667
winter,TINA,True,0.9862603,0.9925668,0.9916206,-0.2524740774020053,0.013739700000000021,0.007433200000000029,0.008379400000000037,1.2524740774020053,False,0.06666666666666667
summer,TOKYO,False,0.9895557,0.9925367,0.99131423,-0.2617210750659773,0.010444299999999962,0.0074632999999999505,0.008685770000000037,1.2617210750659773,False,0.06666666666666667
summer,TOKYO,False,0.9895557,0.9925367,0.99131423,-0.2617210750659773,0.010444299999999962,0.0074632999999999505,0.008685770000000037,1.2617210750659773,False,0.06666666666666667
winter,VENICE,False,0.975642,0.99257755,0.9910572,-0.2696833721405148,0.02435799999999999,0.007422449999999969,0.008942800000000029,1.2696833721405147,False,0.1412075242008386
winter,VENICE,False,0.975642,0.99257755,0.9910572,-0.2696833721405148,0.02435799999999999,0.007422449999999969,0.008942800000000029,1.2696833721405147,False,0.1412075242008386
summer,JADE,False,0.9885067,0.9919763,0.9910296,-0.2703374799519576,0.01149330000000004,0.008023699999999967,0.008970400000000045,1.2703374799519576,False,0.1508995563671578
summer,JADE,True,0.9885067,0.9919763,0.9909847,-0.2716993439881007,0.01149330000000004,0.008023699999999967,0.009015299999999948,1.2716993439881006,False,0.1742845831919318
summer,JADE,True,0.9885067,0.9919763,0.99098325,-0.271742307653455,0.01149330000000004,0.008023699999999967,0.009016750000000018,1.2717423076534549,False,0.17453059608641291
summer,CONTROL,False,0.9908837,0.9908837,0.9908835,-0.2747429901298181,0.009116299999999966,0.009116299999999966,0.009116499999999972,1.2747429901298182,False,0.19145458658522155
summer,CONTROL,False,0.9908837,0.9908837,0.9908835,-0.2747429901298181,0.009116299999999966,0.009116299999999966,0.009116499999999972,1.2747429901298182,False,0.19145458658522155
summer,CONTROL,False,0.9908837,0.9908837,0.9908835,-0.2747429901298181,0.009116299999999966,0.009116299999999966,0.009116499999999972,1.2747429901298182,False,0.19145458658522155
summer,CONTROL,False,0.9908837,0.9908837,0.9908835,-0.2747429901298181,0.009116299999999966,0.009116299999999966,0.009116499999999972,1.2747429901298182,False,0.19145458658522155
summer,CONTROL,False,0.9908837,0.9908837,0.9908835,-0.2747429901298181,0.009116299999999966,0.009116299999999966,0.009116499999999972,1.2747429901298182,False,0.19145458658522155
winter,ELEONORA,True,0.9812018,0.99257874,0.9906928,-0.2806322724886484,0.018798199999999987,0.007421259999999985,0.00930719999999996,1.2806322724886483,False,0.22380952380952382
winter,ELEONORA,False,0.9812018,0.99257874,0.99030215,-0.2925118637839847,0.018798199999999987,0.007421259999999985,0.009697850000000008,1.2925118637839847,False,0.22380952380952382
winter,ELEONORA,False,0.9812018,0.99257874,0.99030215,-0.2925118637839847,0.018798199999999987,0.007421259999999985,0.009697850000000008,1.2925118637839847,False,0.22380952380952382
summer,ELOANE,False,0.98453295,0.9920266,0.9903977,-0.2895298857222801,0.015467050000000038,0.00797340000000002,0.009602299999999953,1.2895298857222801,False,0.22380952380952382
summer,ELOANE,True,0.98453295,0.9920266,0.9903977,-0.2895298857222801,0.015467050000000038,0.00797340000000002,0.009602299999999953,1.2895298857222801,False,0.22380952380952382
summer,ELOANE,False,0.98453295,0.9920266,0.9903977,-0.2895298857222801,0.015467050000000038,0.00797340000000002,0.009602299999999953,1.2895298857222801,False,0.22380952380952382
winter,TOKYO,False,0.9811559,0.99256235,0.9898056,-0.3075857973002919,0.01884410000000003,0.007437649999999962,0.010194400000000048,1.307585797300292,False,0.22380952380952382
winter,TOKYO,False,0.9836642,0.99256235,0.9901087,-0.2983564334071722,0.01633580000000001,0.007437649999999962,0.009891300000000047,1.2983564334071722,False,0.22380952380952382
winter,TOKYO,False,0.97841066,0.99256235,0.9894427,-0.3186558249649416,0.021589340000000012,0.007437649999999962,0.010557299999999992,1.3186558249649416,False,0.28163681742100544
winter,GLORY,False,0.9724636,0.99255735,0.9886998,-0.3415561157270567,0.027536400000000016,0.007442649999999995,0.011300199999999982,1.3415561157270566,False,0.34380952380952384
winter,MAYA,True,0.96778643,0.992592,0.98764265,-0.3738577945218352,0.032213570000000025,0.00740799999999997,0.012357350000000045,1.373857794521835,False,0.34380952380952384
winter,MAYA,True,0.96778643,0.99257714,0.98754245,-0.3769001953575703,0.032213570000000025,0.007422860000000031,0.01245755000000004,1.3769001953575704,False,0.34380952380952384
winter,MOSCOW,False,0.96811104,0.9925747,0.9872162,-0.3869688313997907,0.031888959999999966,0.007425299999999968,0.012783800000000012,1.3869688313997908,False,0.34380952380952384
winter,NEVADA,False,0.97224,0.9925237,0.98684037,-0.3980592991479117,0.027760000000000007,0.007476299999999991,0.013159629999999978,1.3980592991479117,False,0.34380952380952384
winter,MOSCOW,False,0.96811104,0.9925747,0.9872162,-0.3869688313997907,0.031888959999999966,0.007425299999999968,0.012783800000000012,1.3869688313997908,False,0.34380952380952384
winter,MOSCOW,True,0.96811104,0.9925548,0.98740804,-0.3811303179143807,0.031888959999999966,0.007445200000000041,0.012591959999999958,1.3811303179143808,False,0.34380952380952384
winter,ELPIDA,True,0.9695093,0.9925486,0.98767245,-0.3728550593996045,0.03049069999999998,0.007451399999999997,0.012327549999999965,1.3728550593996045,False,0.34380952380952384
winter,GLORY,True,0.9724636,0.992555,0.98874307,-0.3402228963044721,0.027536400000000016,0.007445000000000035,0.011256930000000054,1.3402228963044722,False,0.34380952380952384
winter,PISCES,True,0.9695483,0.9925325,0.98826534,-0.3548105128128827,0.03045169999999997,0.00746749999999996,0.011734660000000008,1.3548105128128827,False,0.34380952380952384
winter,PISCES,True,0.97469723,0.9925325,0.98905253,-0.3307246097138139,0.02530277000000003,0.00746749999999996,0.01094746999999996,1.330724609713814,False,0.34380952380952384
winter,PISCES,True,0.9695483,0.9925325,0.9887584,-0.3397949228936262,0.03045169999999997,0.00746749999999996,0.011241599999999963,1.3397949228936261,False,0.34380952380952384
winter,ELPIDA,True,0.9695093,0.9925486,0.98778355,-0.3694720657839656,0.03049069999999998,0.007451399999999997,0.012216450000000045,1.3694720657839656,False,0.34380952380952384
winter,ELPIDA,True,0.97126323,0.9925486,0.98795396,-0.3642172917907988,0.028736769999999967,0.007451399999999997,0.01204603999999998,1.3642172917907989,False,0.34380952380952384
winter,NEVADA,True,0.97210443,0.9925237,0.9866658,-0.4033843657875138,0.02789556999999998,0.007476299999999991,0.013334199999999963,1.4033843657875138,False,0.3573325686442604
winter,NEVADA,True,0.97210443,0.99253,0.98662204,-0.4047163531401548,0.02789556999999998,0.007469999999999977,0.013377960000000022,1.4047163531401547,False,0.3607224319768435
summer,CONTROL,False,0.9859502,0.9859502,0.98595023,-0.4244838362006841,0.014049800000000001,0.014049800000000001,0.014049769999999961,1.4244838362006842,False,0.4127641158310256
summer,CONTROL,False,0.9859502,0.9859502,0.98595023,-0.4244838362006841,0.014049800000000001,0.014049800000000001,0.014049769999999961,1.4244838362006842,False,0.4127641158310256
summer,CONTROL,False,0.9859502,0.9859502,0.98595023,-0.4244838362006841,0.014049800000000001,0.014049800000000001,0.014049769999999961,1.4244838362006842,False,0.4127641158310256
winter,SINGAPURA,False,0.9597343,0.99256,0.9852291,-0.4480465623876196,0.04026569999999996,0.007440000000000002,0.014770900000000031,1.4480465623876195,False,0.4686263677739465
winter,SINGAPURA,False,0.9597343,0.99256,0.9852291,-0.4480465623876196,0.04026569999999996,0.007440000000000002,0.014770900000000031,1.4480465623876195,False,0.4686263677739465
winter,SINGAPURA,False,0.9597343,0.99256,0.9852291,-0.4480465623876196,0.04026569999999996,0.007440000000000002,0.014770900000000031,1.4480465623876195,False,0.4686263677739465
winter,VENUS,True,0.91928744,0.99251354,0.98511916,-0.4528256295376073,0.08071256000000004,0.007486459999999973,0.014880840000000006,1.4528256295376072,False,0.48741330415112244
winter,VENUS,True,0.91928744,0.99251354,0.9848429,-0.4612453804943615,0.08071256000000004,0.007486459999999973,0.015157100000000034,1.4612453804943615,True,0.513221141976339
winter,VENUS,True,0.91928744,0.99251354,0.9847953,-0.4626977045722198,0.08071256000000004,0.007486459999999973,0.01520469999999996,1.4626977045722198,True,0.5176678699879154
summer,VENICE,True,0.90194356,0.9923166,0.9804917,-0.5979635421234561,0.09805644000000002,0.007683400000000007,0.019508300000000034,1.5979635421234561,True,0.5571428571428572
summer,NEVADA,True,0.9547708,0.9913305,0.9792901,-0.6290245105747829,0.04522919999999997,0.008669499999999997,0.020709899999999948,1.629024510574783,True,0.5571428571428572
summer,MOSCOW,False,0.9570484,0.9923875,0.98067856,-0.5874048678485905,0.04295159999999998,0.007612500000000022,0.019321440000000023,1.5874048678485906,True,0.5571428571428572
summer,NEVADA,True,0.9547708,0.9913305,0.9792997,-0.6287195648862622,0.04522919999999997,0.008669499999999997,0.020700300000000005,1.6287195648862622,True,0.5571428571428572
summer,PISCES,False,0.96278584,0.9924601,0.9840046,-0.4849965645923407,0.037214159999999996,0.007539900000000044,0.015995399999999993,1.4849965645923406,True,0.5571428571428572
summer,PISCES,False,0.96278584,0.9924601,0.9840046,-0.4849965645923407,0.037214159999999996,0.007539900000000044,0.015995399999999993,1.4849965645923406,True,0.5571428571428572
summer,VENICE,True,0.9308199,0.9923166,0.98190135,-0.5522278895752136,0.06918009999999997,0.007683400000000007,0.018098649999999994,1.5522278895752137,True,0.5571428571428572
summer,VENICE,True,0.90194356,0.9923166,0.9804917,-0.5979635421234561,0.09805644000000002,0.007683400000000007,0.019508300000000034,1.5979635421234561,True,0.5571428571428572
summer,MOSCOW,False,0.9570484,0.9923875,0.98067856,-0.5874048678485905,0.04295159999999998,0.007612500000000022,0.019321440000000023,1.5874048678485906,True,0.5571428571428572
summer,MOSCOW,False,0.9570484,0.9923875,0.98067856,-0.5874048678485905,0.04295159999999998,0.007612500000000022,0.019321440000000023,1.5874048678485906,True,0.5571428571428572
summer,PISCES,False,0.96278584,0.9924065,0.98396456,-0.4862099788102432,0.037214159999999996,0.007593500000000031,0.016035440000000012,1.4862099788102432,True,0.5571428571428572
summer,SINGAPURA,False,0.9242056,0.99168533,0.9773988,-0.6906828940289162,0.07579440000000004,0.008314669999999968,0.022601199999999988,1.6906828940289162,True,0.5571428571428572
summer,SINGAPURA,False,0.9242056,0.99168533,0.9773988,-0.6906828940289162,0.07579440000000004,0.008314669999999968,0.022601199999999988,1.6906828940289162,True,0.5571428571428572
summer,SINGAPURA,False,0.95119745,0.99168533,0.97845185,-0.6562806935827108,0.04880255,0.008314669999999968,0.021548149999999988,1.6562806935827108,True,0.5571428571428572
winter,BRADY,True,0.970237,0.9922924,0.984307,-0.4752072193051042,0.029762999999999984,0.007707600000000037,0.015692999999999957,1.4752072193051042,True,0.5571428571428572
summer,BRADY,False,0.9664823,0.99047375,0.97877663,-0.644219596439783,0.033517699999999984,0.009526249999999958,0.021223369999999964,1.644219596439783,True,0.5571428571428572
winter,BRADY,True,0.970237,0.9922924,0.98437274,-0.4732083627252384,0.029762999999999984,0.007707600000000037,0.01562726000000003,1.4732083627252384,True,0.5571428571428572
winter,BRADY,True,0.970237,0.9922924,0.98437274,-0.4732083627252384,0.029762999999999984,0.007707600000000037,0.01562726000000003,1.4732083627252384,True,0.5571428571428572
summer,BRADY,False,0.9664823,0.99047375,0.97877663,-0.644219596439783,0.033517699999999984,0.009526249999999958,0.021223369999999964,1.644219596439783,True,0.5571428571428572
summer,BRADY,False,0.9664823,0.99047375,0.97877663,-0.644219596439783,0.033517699999999984,0.009526249999999958,0.021223369999999964,1.644219596439783,True,0.5571428571428572
summer,ELPIDA,False,0.9641373,0.9923861,0.98159134,-0.558743885613883,0.035862700000000025,0.007613899999999951,0.018408659999999966,1.5587438856138829,True,0.5571428571428572
summer,ELPIDA,False,0.9641373,0.9923508,0.981669,-0.5563709829015083,0.035862700000000025,0.007649200000000023,0.018330999999999986,1.5563709829015084,True,0.5571428571428572
summer,ELPIDA,False,0.9641373,0.9923508,0.98168,-0.5560508176595014,0.035862700000000025,0.007649200000000023,0.018320000000000003,1.5560508176595014,True,0.5571428571428572
summer,GLORY,False,0.96161777,0.9923817,0.9795965,-0.6199625673315293,0.03838222999999996,0.007618299999999967,0.02040350000000002,1.6199625673315294,True,0.5571428571428572
summer,GLORY,False,0.96161777,0.9923524,0.9795841,-0.6203391403712121,0.03838222999999996,0.007647599999999977,0.020415900000000042,1.620339140371212,True,0.5571428571428572
summer,GLORY,False,0.96161777,0.9923817,0.9795965,-0.6199625673315293,0.03838222999999996,0.007618299999999967,0.02040350000000002,1.6199625673315294,True,0.5571428571428572
summer,TINA,False,0.84720296,0.9917535,0.9772225,-0.7039252447410889,0.15279704000000005,0.008246500000000045,0.022777500000000006,1.7039252447410889,True,0.6236423007805346
summer,TINA,False,0.84720296,0.9917535,0.9772225,-0.7039252447410889,0.15279704000000005,0.008246500000000045,0.022777500000000006,1.7039252447410889,True,0.6236423007805346
summer,ELEONORA,True,0.7740299,0.99220693,0.97686857,-0.7311109478093485,0.22597009999999995,0.0077930699999999575,0.023131429999999953,1.7311109478093485,True,0.7593851584777969
summer,TINA,True,0.83653414,0.9917535,0.97663975,-0.7236552740221924,0.16346585999999996,0.008246500000000045,0.02336024999999997,1.7236552740221924,True,0.7608348332481215
summer,CHARLESTON,False,0.9597099,0.9915165,0.9764098,-0.7173290123772317,0.040290099999999995,0.008483499999999977,0.023590200000000006,1.7173290123772316,True,0.7622916670626315
summer,CHARLESTON,True,0.9597099,0.9915165,0.9764098,-0.7173290123772317,0.040290099999999995,0.008483499999999977,0.023590200000000006,1.7173290123772316,True,0.7622916670626315
summer,NEVADA,True,0.91518074,0.9913305,0.97609484,-0.7303193149487757,0.08481925999999995,0.008669499999999997,0.02390515999999998,1.7303193149487757,True,0.7642870764047405
summer,CHARLESTON,False,0.9597099,0.9915165,0.9760796,-0.7273958151093532,0.040290099999999995,0.008483499999999977,0.023920399999999953,1.7273958151093534,True,0.7643836284696811
summer,ELEONORA,True,0.76151365,0.99220693,0.9759486,-0.7629974987328376,0.23848634999999996,0.0077930699999999575,0.024051399999999945,1.7629974987328376,True,0.7654086522059413
summer,ELEONORA,True,0.76151365,0.99220693,0.97591496,-0.763863557045405,0.23848634999999996,0.0077930699999999575,0.024085040000000002,1.763863557045405,True,0.7656718720417266
summer,MAYA,True,0.4669968,0.9921865,0.9546736,-1.6227736354818758,0.5330032,0.007813500000000029,0.04532639999999999,2.6227736354818756,True,0.9318772017398287
summer,MAYA,True,0.44257772,0.9923061,0.95138365,-1.7623873659447278,0.5574222799999999,0.007693900000000031,0.048616349999999975,2.762387365944728,True,0.9367765009953622
summer,MAYA,True,0.44257772,0.9923061,0.95138365,-1.7623873659447278,0.5574222799999999,0.007693900000000031,0.048616349999999975,2.762387365944728,True,0.9367765009953622
winter,INGY,True,0.107044995,0.992579,0.9363993,-3.5903511884341865,0.892955005,0.007421000000000011,0.06360069999999995,4.5903511884341865,True,0.9590907655889435
winter,INGY,True,0.107044995,0.992579,0.9363993,-3.5903511884341865,0.892955005,0.007421000000000011,0.06360069999999995,4.5903511884341865,True,0.9590907655889435
winter,INGY,True,0.107044995,0.992579,0.9363993,-3.5903511884341865,0.892955005,0.007421000000000011,0.06360069999999995,4.5903511884341865,True,0.9590907655889435
winter,ANNA,True,0.10408175,0.99258393,0.88699645,-6.640840711714973,0.89591825,0.007416069999999997,0.11300354999999995,7.640840711714973,True,1.0
winter,ANNA,True,0.10408175,0.99258393,0.88699645,-6.640840711714973,0.89591825,0.007416069999999997,0.11300354999999995,7.640840711714973,True,1.0
summer,ORPHEUS,True,0.10670465,0.9922866,0.68652743,-17.31995772731104,0.89329535,0.007713399999999981,0.31347256999999995,18.31995772731104,True,1.0
summer,ORPHEUS,True,0.10670465,0.9922866,0.68652743,-17.31995772731104,0.89329535,0.007713399999999981,0.31347256999999995,18.31995772731104,True,1.0
summer,INGY,True,0.13241106,0.991912,0.90522873,-4.905757124881371,0.86758894,0.008087999999999984,0.09477126999999996,5.905757124881371,True,1.0
summer,ORPHEUS,True,0.10670465,0.9922866,0.68652743,-17.31995772731104,0.89329535,0.007713399999999981,0.31347256999999995,18.31995772731104,True,1.0
summer,GLOBE,True,0.13241106,0.9904824,0.8586329,-7.298478844963749,0.86758894,0.009517600000000015,0.14136709999999997,8.29847884496375,True,1.0
summer,GLOBE,True,0.13241106,0.9904824,0.8586329,-7.298478844963749,0.86758894,0.009517600000000015,0.14136709999999997,8.29847884496375,True,1.0
summer,INGY,True,0.13241106,0.991912,0.90522873,-4.905757124881371,0.86758894,0.008087999999999984,0.09477126999999996,5.905757124881371,True,1.0
summer,INGY,True,0.13241106,0.991912,0.90522873,-4.905757124881371,0.86758894,0.008087999999999984,0.09477126999999996,5.905757124881371,True,1.0
summer,ANNA,True,0.11075181,0.99247104,0.8722547,-7.301171646974319,0.88924819,0.007528960000000029,0.12774529999999995,8.301171646974318,True,1.0
summer,ANNA,True,0.11075181,0.99247104,0.8722547,-7.301171646974319,0.88924819,0.007528960000000029,0.12774529999999995,8.301171646974318,True,1.0
summer,ANNA,True,0.11075181,0.99247104,0.8722547,-7.301171646974319,0.88924819,0.007528960000000029,0.12774529999999995,8.301171646974318,True,1.0
summer,GLOBE,True,0.13241106,0.9904824,0.8586329,-7.298478844963749,0.86758894,0.009517600000000015,0.14136709999999997,8.29847884496375,True,1.0
winter,ORPHEUS,True,0.112012744,0.9924959,0.86342686,-7.43037702326275,0.887987256,0.0075041000000000135,0.13657313999999998,8.43037702326275,True,1.0
winter,ORPHEUS,True,0.112012744,0.9924959,0.86342686,-7.43037702326275,0.887987256,0.0075041000000000135,0.13657313999999998,8.43037702326275,True,1.0
winter,FORSTER,True,0.104457915,0.99255216,0.8874073,-6.6157727413044185,0.895542085,0.007447839999999983,0.11259269999999999,7.6157727413044185,True,1.0
winter,ANNA,True,0.10408175,0.99258393,0.88699645,-6.640840711714973,0.89591825,0.007416069999999997,0.11300354999999995,7.640840711714973,True,1.0
winter,FORSTER,True,0.104457915,0.99255216,0.8874073,-6.6157727413044185,0.895542085,0.007447839999999983,0.11259269999999999,7.6157727413044185,True,1.0
winter,FORSTER,True,0.104457915,0.99255216,0.8874073,-6.6157727413044185,0.895542085,0.007447839999999983,0.11259269999999999,7.6157727413044185,True,1.0
winter,GLOBE,True,0.107044995,0.99244875,0.88872117,-6.450996287451401,0.892955005,0.007551250000000009,0.11127883000000005,7.450996287451401,True,1.0
winter,GLOBE,True,0.107044995,0.99244875,0.88872117,-6.450996287451401,0.892955005,0.007551250000000009,0.11127883000000005,7.450996287451401,True,1.0
winter,GLOBE,True,0.107044995,0.99244875,0.88872117,-6.450996287451401,0.892955005,0.007551250000000009,0.11127883000000005,7.450996287451401,True,1.0
summer,LEANNE,True,0.13214153,0.99232507,0.90892816,-4.671308831355421,0.86785847,0.007674929999999969,0.09107184000000002,5.671308831355421,True,1.0
summer,LEANNE,True,0.13214153,0.99232507,0.90892816,-4.671308831355421,0.86785847,0.007674929999999969,0.09107184000000002,5.671308831355421,True,1.0
summer,LEANNE,True,0.13214153,0.99232507,0.90892816,-4.671308831355421,0.86785847,0.007674929999999969,0.09107184000000002,5.671308831355421,True,1.0
summer,FORSTER,True,0.12087715,0.9923992,0.8706859,-7.173836557015318,0.87912285,0.007600799999999963,0.1293141,8.173836557015317,True,1.0
summer,FORSTER,True,0.12087715,0.9923992,0.8706859,-7.173836557015318,0.87912285,0.007600799999999963,0.1293141,8.173836557015317,True,1.0
summer,VENUS,True,0.17050594,0.99180543,0.8896329,-5.600296647530159,0.82949406,0.008194570000000012,0.11036710000000005,6.600296647530159,True,1.0
summer,VENUS,True,0.17050594,0.99180543,0.8896329,-5.600296647530159,0.82949406,0.008194570000000012,0.11036710000000005,6.600296647530159,True,1.0
summer,FORSTER,True,0.12087715,0.9923992,0.8706859,-7.173836557015318,0.87912285,0.007600799999999963,0.1293141,8.173836557015317,True,1.0
summer,VENUS,True,0.17050594,0.99180543,0.8896329,-5.600296647530159,0.82949406,0.008194570000000012,0.11036710000000005,6.600296647530159,True,1.0
