Season,Name,death,min,max,mean,multiply,multiply_death,death_prediction,death_prediction_probability
winter,CONTROL,False,0.9924225,0.9924225,0.9924224,-0.2281900150916011,1.2281900150916012,False,0.3353262558367519
winter,CONTROL,True,0.9924225,0.9924225,0.9924224,-0.2281900150916011,1.2281900150916012,False,0.3353262558367519
winter,CONTROL,False,0.992299,0.992299,0.99229884,-0.2319235612306711,1.2319235612306711,False,0.33584694249821057
winter,CONTROL,False,0.992299,0.992299,0.99229884,-0.2319235612306711,1.2319235612306711,False,0.33584694249821057
winter,CONTROL,False,0.992299,0.992299,0.99229884,-0.2319235612306711,1.2319235612306711,False,0.33584694249821057
winter,CONTROL,False,0.992299,0.992299,0.99229884,-0.2319235612306711,1.2319235612306711,False,0.33584694249821057
winter,CONTROL,False,0.992299,0.992299,0.99229884,-0.2319235612306711,1.2319235612306711,False,0.33584694249821057
winter,CONTROL,False,0.992299,0.992299,0.99229884,-0.2319235612306711,1.2319235612306711,False,0.33584694249821057
winter,CONTROL,False,0.992299,0.992299,0.99229884,-0.2319235612306711,1.2319235612306711,False,0.33584694249821057
winter,CONTROL,False,0.992299,0.992299,0.99229884,-0.2319235612306711,1.2319235612306711,False,0.33584694249821057
winter,ELOANE,False,0.9882657,0.9926066,0.99227804,-0.2325671827475963,1.2325671827475964,False,0.33593674539542556
winter,ELOANE,False,0.9882657,0.9926066,0.99227804,-0.2325671827475963,1.2325671827475964,False,0.33593674539542556
summer,CONTROL,False,0.991708,0.991708,0.9917081,-0.2497976818805022,1.249797681880502,False,0.338345469903882
summer,CONTROL,False,0.991708,0.991708,0.9917081,-0.2497976818805022,1.249797681880502,False,0.338345469903882
summer,CONTROL,False,0.991708,0.991708,0.9917081,-0.2497976818805022,1.249797681880502,False,0.338345469903882
summer,CONTROL,False,0.991708,0.991708,0.9917081,-0.2497976818805022,1.249797681880502,False,0.338345469903882
summer,CONTROL,False,0.991708,0.991708,0.9917081,-0.2497976818805022,1.249797681880502,False,0.338345469903882
winter,TINA,True,0.9862603,0.9925668,0.9916206,-0.2524740774020053,1.2524740774020053,False,0.3387204041055695
winter,TINA,True,0.9862603,0.9925595,0.9916123,-0.2527240248920671,1.252724024892067,False,0.33875542982174656
summer,TOKYO,False,0.9895557,0.9925367,0.99131423,-0.2617210750659773,1.2617210750659773,False,0.34001742629750054
summer,TOKYO,False,0.9895557,0.9925367,0.99131423,-0.2617210750659773,1.2617210750659773,False,0.34001742629750054
summer,TOKYO,False,0.9895557,0.9925111,0.99126947,-0.2630744044502164,1.2630744044502165,False,0.3402074593382156
winter,VENICE,False,0.975642,0.99257755,0.9910572,-0.2696833721405148,1.2696833721405147,False,0.34113624701322487
winter,VENICE,False,0.975642,0.99257755,0.9910572,-0.2696833721405148,1.2696833721405147,False,0.34113624701322487
summer,JADE,False,0.9885067,0.9919763,0.9910296,-0.2703374799519576,1.2703374799519576,False,0.3412282404252489
summer,JADE,True,0.9885067,0.9919763,0.9909847,-0.2716993439881007,1.2716993439881006,False,0.3414198119298488
summer,JADE,True,0.9885067,0.9919763,0.99098325,-0.271742307653455,1.2717423076534549,False,0.341425856438183
summer,CONTROL,False,0.9908837,0.9908837,0.9908835,-0.2747429901298181,1.2747429901298182,False,0.3418481503814476
summer,CONTROL,False,0.9908837,0.9908837,0.9908835,-0.2747429901298181,1.2747429901298182,False,0.3418481503814476
summer,CONTROL,False,0.9908837,0.9908837,0.9908835,-0.2747429901298181,1.2747429901298182,False,0.3418481503814476
summer,CONTROL,False,0.9908837,0.9908837,0.9908835,-0.2747429901298181,1.2747429901298182,False,0.3418481503814476
summer,CONTROL,False,0.9908837,0.9908837,0.9908835,-0.2747429901298181,1.2747429901298182,False,0.3418481503814476
winter,ELEONORA,True,0.9812018,0.99257874,0.9906928,-0.2806322724886484,1.2806322724886483,False,0.34267771538975295
summer,ELOANE,False,0.98453295,0.9920266,0.9903977,-0.2895298857222801,1.2895298857222801,False,0.343932908638353
summer,ELOANE,True,0.98453295,0.9920266,0.9903977,-0.2895298857222801,1.2895298857222801,False,0.343932908638353
summer,ELOANE,False,0.98453295,0.9920266,0.9903977,-0.2895298857222801,1.2895298857222801,False,0.343932908638353
winter,ELEONORA,False,0.9812018,0.99257874,0.99030215,-0.2925118637839847,1.2925118637839847,False,0.344354079958797
winter,ELEONORA,False,0.9812018,0.99257874,0.99030215,-0.2925118637839847,1.2925118637839847,False,0.344354079958797
winter,TOKYO,False,0.9836642,0.99256235,0.9901087,-0.2983564334071722,1.2983564334071722,False,0.34518028579927074
winter,TOKYO,False,0.9811559,0.99256235,0.9898056,-0.3075857973002919,1.307585797300292,False,0.34648691862175285
winter,TOKYO,False,0.97841066,0.99256235,0.9894427,-0.3186558249649416,1.3186558249649416,False,0.3480572462119623
winter,PISCES,True,0.97469723,0.9925325,0.98905253,-0.3307246097138139,1.330724609713814,False,0.3497730618460476
winter,PISCES,True,0.9695483,0.9925325,0.9887584,-0.3397949228936262,1.3397949228936261,False,0.35106516802189897
winter,GLORY,True,0.9724636,0.992555,0.98874307,-0.3402228963044721,1.3402228963044722,False,0.35112618898998027
winter,GLORY,False,0.9724636,0.99255735,0.9886998,-0.3415561157270567,1.3415561157270566,False,0.3513163122368031
winter,PISCES,True,0.9695483,0.9925325,0.98826534,-0.3548105128128827,1.3548105128128827,False,0.3532090038328928
winter,ELPIDA,True,0.97126323,0.9925486,0.98795396,-0.3642172917907988,1.3642172917907989,False,0.35455505260840803
winter,ELPIDA,True,0.9695093,0.9925486,0.98778355,-0.3694720657839656,1.3694720657839656,False,0.3553079715404966
winter,ELPIDA,True,0.9695093,0.9925486,0.98767245,-0.3728550593996045,1.3728550593996045,False,0.35579307088581336
winter,MAYA,True,0.96778643,0.992592,0.98764265,-0.3738577945218352,1.373857794521835,False,0.35593691270768046
winter,MAYA,True,0.96778643,0.99257714,0.98754245,-0.3769001953575703,1.3769001953575704,False,0.35637349999338663
winter,MOSCOW,True,0.96811104,0.9925548,0.98740804,-0.3811303179143807,1.3811303179143808,False,0.3569809161759019
winter,MOSCOW,False,0.96811104,0.9925747,0.9872162,-0.3869688313997907,1.3869688313997908,False,0.357820026481465
winter,MOSCOW,False,0.96811104,0.9925747,0.9872162,-0.3869688313997907,1.3869688313997908,False,0.357820026481465
winter,NEVADA,False,0.97224,0.9925237,0.98684037,-0.3980592991479117,1.3980592991479117,False,0.3594162887232431
winter,NEVADA,True,0.97210443,0.9925237,0.9866658,-0.4033843657875138,1.4033843657875138,False,0.36018381008227646
winter,NEVADA,True,0.97210443,0.99253,0.98662204,-0.4047163531401548,1.4047163531401547,False,0.36037590285429105
summer,CONTROL,False,0.9859502,0.9859502,0.98595023,-0.4244838362006841,1.4244838362006842,False,0.3632317157490754
summer,CONTROL,False,0.9859502,0.9859502,0.98595023,-0.4244838362006841,1.4244838362006842,False,0.3632317157490754
summer,CONTROL,False,0.9859502,0.9859502,0.98595023,-0.4244838362006841,1.4244838362006842,False,0.3632317157490754
winter,SINGAPURA,False,0.9597343,0.99256,0.9852291,-0.4480465623876196,1.4480465623876195,False,0.36664790384750745
winter,SINGAPURA,False,0.9597343,0.99256,0.9852291,-0.4480465623876196,1.4480465623876195,False,0.36664790384750745
winter,SINGAPURA,False,0.9597343,0.99256,0.9852291,-0.4480465623876196,1.4480465623876195,False,0.36664790384750745
winter,VENUS,True,0.91928744,0.99251354,0.98511916,-0.4528256295376073,1.4528256295376072,False,0.36734234954193346
winter,VENUS,True,0.91928744,0.99251354,0.9848429,-0.4612453804943615,1.4612453804943615,False,0.36856708112418934
winter,VENUS,True,0.91928744,0.99251354,0.9847953,-0.4626977045722198,1.4626977045722198,False,0.3687784963685738
winter,BRADY,True,0.970237,0.9922924,0.98437274,-0.4732083627252384,1.4732083627252384,False,0.3703099335603462
winter,BRADY,True,0.970237,0.9922924,0.98437274,-0.4732083627252384,1.4732083627252384,False,0.3703099335603462
winter,BRADY,True,0.970237,0.9922924,0.984307,-0.4752072193051042,1.4752072193051042,False,0.3706014493126686
summer,PISCES,False,0.96278584,0.9924601,0.9840046,-0.4849965645923407,1.4849965645923406,False,0.37203039713878056
summer,PISCES,False,0.96278584,0.9924601,0.9840046,-0.4849965645923407,1.4849965645923406,False,0.37203039713878056
summer,PISCES,False,0.96278584,0.9924065,0.98396456,-0.4862099788102432,1.4862099788102432,False,0.3722076632767807
summer,VENICE,True,0.9308199,0.9923166,0.98190135,-0.5522278895752136,1.5522278895752137,False,0.3818980595405691
summer,ELPIDA,False,0.9641373,0.9923508,0.98168,-0.5560508176595014,1.5560508176595014,False,0.38246185106046365
summer,ELPIDA,False,0.9641373,0.9923508,0.981669,-0.5563709829015083,1.5563709829015084,False,0.38250908042967185
summer,ELPIDA,False,0.9641373,0.9923861,0.98159134,-0.558743885613883,1.5587438856138829,False,0.382859180877746
summer,MOSCOW,False,0.9570484,0.9923875,0.98067856,-0.5874048678485905,1.5874048678485906,False,0.3870960645805731
summer,MOSCOW,False,0.9570484,0.9923875,0.98067856,-0.5874048678485905,1.5874048678485906,False,0.3870960645805731
summer,MOSCOW,False,0.9570484,0.9923875,0.98067856,-0.5874048678485905,1.5874048678485906,False,0.3870960645805731
summer,VENICE,True,0.90194356,0.9923166,0.9804917,-0.5979635421234561,1.5979635421234561,False,0.3886606432657135
summer,VENICE,True,0.90194356,0.9923166,0.9804917,-0.5979635421234561,1.5979635421234561,False,0.3886606432657135
summer,GLORY,False,0.96161777,0.9923817,0.9795965,-0.6199625673315293,1.6199625673315294,False,0.3919265951245026
summer,GLORY,False,0.96161777,0.9923817,0.9795965,-0.6199625673315293,1.6199625673315294,False,0.3919265951245026
summer,GLORY,False,0.96161777,0.9923524,0.9795841,-0.6203391403712121,1.620339140371212,False,0.3919825713172644
summer,NEVADA,True,0.9547708,0.9913305,0.9792997,-0.6287195648862622,1.6287195648862622,False,0.3932288906222451
summer,NEVADA,True,0.9547708,0.9913305,0.9792901,-0.6290245105747829,1.629024510574783,False,0.3932742630157714
summer,BRADY,False,0.9664823,0.99047375,0.97877663,-0.644219596439783,1.644219596439783,False,0.39553699239677864
summer,BRADY,False,0.9664823,0.99047375,0.97877663,-0.644219596439783,1.644219596439783,False,0.39553699239677864
summer,BRADY,False,0.9664823,0.99047375,0.97877663,-0.644219596439783,1.644219596439783,False,0.39553699239677864
summer,SINGAPURA,False,0.95119745,0.99168533,0.97845185,-0.6562806935827108,1.6562806935827108,False,0.39733559406756214
summer,SINGAPURA,False,0.9242056,0.99168533,0.9773988,-0.6906828940289162,1.6906828940289162,False,0.4024776094881485
summer,SINGAPURA,False,0.9242056,0.99168533,0.9773988,-0.6906828940289162,1.6906828940289162,False,0.4024776094881485
summer,TINA,False,0.84720296,0.9917535,0.9772225,-0.7039252447410889,1.7039252447410889,False,0.4044613314130234
summer,TINA,False,0.84720296,0.9917535,0.9772225,-0.7039252447410889,1.7039252447410889,False,0.4044613314130234
summer,CHARLESTON,False,0.9597099,0.9915165,0.9764098,-0.7173290123772317,1.7173290123772316,False,0.40647159363927965
summer,CHARLESTON,True,0.9597099,0.9915165,0.9764098,-0.7173290123772317,1.7173290123772316,False,0.40647159363927965
summer,TINA,True,0.83653414,0.9917535,0.97663975,-0.7236552740221924,1.7236552740221924,False,0.4074211877771311
summer,CHARLESTON,False,0.9597099,0.9915165,0.9760796,-0.7273958151093532,1.7273958151093534,False,0.40798289108990404
summer,NEVADA,True,0.91518074,0.9913305,0.97609484,-0.7303193149487757,1.7303193149487757,False,0.40842202221631096
summer,ELEONORA,True,0.7740299,0.99220693,0.97686857,-0.7311109478093485,1.7311109478093485,False,0.4085409492363671
summer,ELEONORA,True,0.76151365,0.99220693,0.9759486,-0.7629974987328376,1.7629974987328376,False,0.413337385338172
summer,ELEONORA,True,0.76151365,0.99220693,0.97591496,-0.763863557045405,1.763863557045405,False,0.41346781982828124
summer,MAYA,True,0.4669968,0.9921865,0.9546736,-1.6227736354818758,2.6227736354818756,True,0.5428020154892947
summer,MAYA,True,0.44257772,0.9923061,0.95138365,-1.7623873659447278,2.762387365944728,True,0.5630100119505466
summer,MAYA,True,0.44257772,0.9923061,0.95138365,-1.7623873659447278,2.762387365944728,True,0.5630100119505466
winter,INGY,True,0.107044995,0.992579,0.9363993,-3.5903511884341865,4.5903511884341865,True,0.7734376670199568
winter,INGY,True,0.107044995,0.992579,0.9363993,-3.5903511884341865,4.5903511884341865,True,0.7734376670199568
winter,INGY,True,0.107044995,0.992579,0.9363993,-3.5903511884341865,4.5903511884341865,True,0.7734376670199568
summer,LEANNE,True,0.13214153,0.99232507,0.90892816,-4.671308831355421,5.671308831355421,True,0.848305525101398
summer,LEANNE,True,0.13214153,0.99232507,0.90892816,-4.671308831355421,5.671308831355421,True,0.848305525101398
summer,LEANNE,True,0.13214153,0.99232507,0.90892816,-4.671308831355421,5.671308831355421,True,0.848305525101398
summer,INGY,True,0.13241106,0.991912,0.90522873,-4.905757124881371,5.905757124881371,True,0.860730977278001
summer,INGY,True,0.13241106,0.991912,0.90522873,-4.905757124881371,5.905757124881371,True,0.860730977278001
summer,INGY,True,0.13241106,0.991912,0.90522873,-4.905757124881371,5.905757124881371,True,0.860730977278001
summer,VENUS,True,0.17050594,0.99180543,0.8896329,-5.600296647530159,6.600296647530159,True,0.891404175592608
summer,VENUS,True,0.17050594,0.99180543,0.8896329,-5.600296647530159,6.600296647530159,True,0.891404175592608
summer,VENUS,True,0.17050594,0.99180543,0.8896329,-5.600296647530159,6.600296647530159,True,0.891404175592608
winter,GLOBE,True,0.107044995,0.99244875,0.88872117,-6.450996287451401,7.450996287451401,True,0.9192025895755002
winter,GLOBE,True,0.107044995,0.99244875,0.88872117,-6.450996287451401,7.450996287451401,True,0.9192025895755002
winter,GLOBE,True,0.107044995,0.99244875,0.88872117,-6.450996287451401,7.450996287451401,True,0.9192025895755002
winter,FORSTER,True,0.104457915,0.99255216,0.8874073,-6.6157727413044185,7.6157727413044185,True,0.9236189042963915
winter,FORSTER,True,0.104457915,0.99255216,0.8874073,-6.6157727413044185,7.6157727413044185,True,0.9236189042963915
winter,FORSTER,True,0.104457915,0.99255216,0.8874073,-6.6157727413044185,7.6157727413044185,True,0.9236189042963915
winter,ANNA,True,0.10408175,0.99258393,0.88699645,-6.640840711714973,7.640840711714973,True,0.9242671646479478
winter,ANNA,True,0.10408175,0.99258393,0.88699645,-6.640840711714973,7.640840711714973,True,0.9242671646479478
winter,ANNA,True,0.10408175,0.99258393,0.88699645,-6.640840711714973,7.640840711714973,True,0.9242671646479478
summer,FORSTER,True,0.12087715,0.9923992,0.8706859,-7.173836557015318,8.173836557015317,True,0.9367167371717153
summer,FORSTER,True,0.12087715,0.9923992,0.8706859,-7.173836557015318,8.173836557015317,True,0.9367167371717153
summer,FORSTER,True,0.12087715,0.9923992,0.8706859,-7.173836557015318,8.173836557015317,True,0.9367167371717153
summer,GLOBE,True,0.13241106,0.9904824,0.8586329,-7.298478844963749,8.29847884496375,True,0.9392939502335136
summer,GLOBE,True,0.13241106,0.9904824,0.8586329,-7.298478844963749,8.29847884496375,True,0.9392939502335136
summer,GLOBE,True,0.13241106,0.9904824,0.8586329,-7.298478844963749,8.29847884496375,True,0.9392939502335136
summer,ANNA,True,0.11075181,0.99247104,0.8722547,-7.301171646974319,8.301171646974318,True,0.9393483557736634
summer,ANNA,True,0.11075181,0.99247104,0.8722547,-7.301171646974319,8.301171646974318,True,0.9393483557736634
summer,ANNA,True,0.11075181,0.99247104,0.8722547,-7.301171646974319,8.301171646974318,True,0.9393483557736634
winter,ORPHEUS,True,0.112012744,0.9924959,0.86342686,-7.43037702326275,8.43037702326275,True,0.9418977380510487
winter,ORPHEUS,True,0.112012744,0.9924959,0.86342686,-7.43037702326275,8.43037702326275,True,0.9418977380510487
summer,ORPHEUS,True,0.10670465,0.9922866,0.68652743,-17.31995772731104,18.31995772731104,True,0.9973946706313791
summer,ORPHEUS,True,0.10670465,0.9922866,0.68652743,-17.31995772731104,18.31995772731104,True,0.9973946706313791
summer,ORPHEUS,True,0.10670465,0.9922866,0.68652743,-17.31995772731104,18.31995772731104,True,0.9973946706313791
